Time,Tankdruk,Verdampingsdruk,Verdampingstemperatuur,Condensatiedruk,Condensatietemperatuur,VerdamperFAN sturing,FDVerdamperInterval,VerdamperFAN MODE Control,FDVerdamperFanPulsenNodig,FDVerdamperFanPulsen,FDCondensorInterval,CondensorFAN MODE Control,CondensorFAN sturing,FDCondensorPulsen,FDCondensorPulsenNodig,Gewicht Opslagtank,Compessor,S1 Lekken,S1 Bijvullen,S2 Start,LekkenVullen MODE Control,Alarm State,Cel Temperatuur,Verwarming Interval,Verwarming MODE Control,Verwarming sturing,Verwarming PulsenNodig,Verwarming sturing PWM1,Verwarming Pulsen,Stuurstroom,OFF Koel ON Vries,Gewicht Target,Vloeistofklep dicht,HD Overstortklep,FD Bijvullen,Bijvullen Actief,Lekken Actief,Reset,FDlekkkenInterval,FDlekkkenPulsenNodig,FDlekkkenPulsen,FD Lekken aktief,FD Lekken Klaar,FD Bijvullen aktief,Deurschakelaar,Deurcilinder,Deurmagneet,CondensorSchuif Interval,Condensor schuif,CondensorSchuif MODE Control,CondensorSchuif PulsenNodig,CondensorSchuif Pulsen,Seconden Aan Pulse (sec),Seconden Uit Pulse,Capaciteit_Regeling,label,Verdamperblokade
2025-06-04 14:23:15,8.4,1.0,-30.5,16.4,37.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:23:30,8.4,1.0,-30.2,16.3,37.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.1,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.3,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:23:45,8.4,1.0,-30.1,16.3,37.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.2,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:24:00,8.4,1.0,-30.8,16.2,37.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:24:15,8.4,0.9,-31.6,16.3,37.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.1,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:24:30,8.4,0.8,-32.3,16.3,37.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.2,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:24:45,8.5,0.8,-32.4,16.1,37.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:25:00,8.4,0.8,-32.7,16.1,37.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:25:15,8.5,0.8,-33.5,16.2,37.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:25:30,8.5,0.7,-33.7,16.1,37.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.3,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:25:45,8.5,0.7,-33.7,16.1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:26:00,8.5,1.0,-31.0,15.2,34.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,,0
2025-06-04 14:35:45,8.6,1.1,-28.9,15.6,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:36:00,8.6,1.2,-27.9,15.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:36:15,8.6,1.3,-26.7,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:36:30,8.6,1.4,-26.4,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:36:45,8.6,1.4,-25.8,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:37:00,8.6,1.5,-25.2,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:37:15,8.6,1.5,-24.8,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:37:30,8.6,1.5,-24.7,15.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:37:45,8.6,1.6,-24.5,15.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:38:00,8.6,1.6,-24.0,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:38:15,8.6,1.7,-23.5,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.3,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:38:30,8.6,1.7,-23.3,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:38:45,8.6,1.7,-23.3,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:39:00,8.6,1.7,-23.3,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:39:15,8.6,1.7,-23.0,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:39:30,8.6,1.7,-22.7,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:39:45,8.6,1.8,-22.5,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:40:00,8.6,1.8,-22.5,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:40:15,8.6,1.6,-23.6,14.9,34.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:40:30,8.6,0.9,-31.5,16.0,36.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:40:45,8.6,0.7,-34.7,15.7,36.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:41:00,8.6,0.7,-33.9,15.8,36.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-15.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:41:15,8.6,0.8,-33.2,15.8,36.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:41:30,8.6,0.8,-32.9,15.8,36.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:41:45,8.6,0.8,-32.3,16.2,37.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.7,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.3,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:42:00,8.6,0.9,-31.4,16.2,37.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:42:15,8.6,1.0,-31.0,16.2,37.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:42:30,8.6,1.0,-30.8,16.3,37.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.5,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-16.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:42:45,8.6,1.0,-30.9,16.4,37.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.1,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:43:00,8.6,1.0,-31.0,16.4,37.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0.1,On,Off,Off,Off,0.0,-214748364.8,-17.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:43:15,8.6,1.2,-27.7,15.4,35.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:43:30,8.6,1.3,-27.4,15.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.8,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:43:45,8.6,1.4,-26.3,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:44:00,8.6,1.4,-26.0,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-18.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:44:15,8.6,1.5,-25.3,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:44:30,8.6,1.5,-25.2,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-18.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:44:45,8.6,1.6,-24.5,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:45:00,8.6,1.6,-24.5,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:45:15,8.6,1.6,-23.9,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:45:30,8.6,1.6,-23.8,14.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:45:45,8.6,1.6,-23.8,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.5,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:46:00,8.6,1.7,-23.1,14.8,33.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.3,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:46:15,8.6,1.7,-23.3,14.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.2,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:46:30,8.6,1.7,-22.7,14.8,33.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-17.0,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:46:45,8.6,1.7,-22.8,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.9,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:47:00,8.6,1.8,-22.3,14.7,33.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.7,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:47:15,8.6,1.8,-22.6,14.8,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.6,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
2025-06-04 14:47:30,8.6,1.8,-22.0,14.7,33.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,Off,Off,Off,Off,0.0,-214748364.8,-16.4,28.5,4.0,0.0,20.0,0.0,20.0,On,On,0.0,Off,Off,Off,Off,Off,Off,25.7,5.0,0.0,Off,Off,Off,On,Off,Off,0.0,100.0,0.0,0.0,0.0,2.0,1:00,Off,3.0,3
